0 0 0
0.104223 0.15 0.385158
0.208446 0.3 0.770316
0.312669 0.45 1.15547
0.416892 0.6 1.54063
0.521115 0.7 1.92579
0.625338 0.85 2.31095
0.729561 1 2.69611
0.833784 1.15 3.08127
0.938007 1.3 3.46642
1.04223 1.4 3.85158
1.14645 1.55 4.23674
1.25068 1.7 4.6219
1.3549 1.85 5.00706
1.45912 2 5.39221
1.56335 2.1 5.77737
1.66757 2.25 6.16253
1.77179 2.4 6.54769
1.87601 2.55 6.93285
1.98024 2.65 7.31801
