0 0 0
0.105263 0.15 0.389002
0.210526 0.3 0.778004
0.315789 0.45 1.16701
0.421053 0.6 1.55601
0.526316 0.75 1.94501
0.631579 0.9 2.33401
0.736842 1 2.72301
0.842105 1.15 3.11202
0.947368 1.3 3.50102
1.05263 1.45 3.89002
1.15789 1.6 4.27902
1.26316 1.75 4.66802
1.36842 1.85 5.05702
1.47368 2 5.44603
1.57895 2.15 5.83503
1.68421 2.3 6.22403
1.78947 2.45 6.61303
1.89474 2.6 7.00203
2 2.7 7.39104
