0 0 0
0.105263 0.45 0.440215
0.210526 0.85 0.88043
0.315789 1.25 1.32064
0.421053 1.65 1.76086
0.526316 2.05 2.20107
0.631579 2.45 2.64129
0.736842 2.85 3.0815
0.842105 3.25 3.52172
0.947368 3.65 3.96193
1.05263 4.05 4.40215
1.15789 4.45 4.84236
1.26316 4.9 5.28258
1.36842 5.3 5.72279
1.47368 5.7 6.16301
1.57895 6.1 6.60322
1.68421 6.5 7.04344
1.78947 6.9 7.48365
1.89474 7.3 7.92387
2 7.7 8.36408
